Simbol,Data,Open,Close,High,Low,Volume,Evolutie_%
RNO.PA,2024-11-05,40.91999816894531,40.88999938964844,41.08000183105469,40.41999816894531,558668,-0.07331080312618743
RNO.PA,2024-11-05,40.91999816894531,40.88999938964844,41.08000183105469,40.41999816894531,558668,-0.07331080312618743
RNO.PA,2024-11-05,40.91999816894531,40.88999938964844,41.08000183105469,40.41999816894531,558668,-0.07331080312618743
RNO.PA,2024-11-06,40.630001068115234,40.7400016784668,42.25,40.20000076293945,1463400,0.2707374045281197
RNO.PA,2024-11-06,40.630001068115234,40.7400016784668,42.25,40.20000076293945,1463400,0.2707374045281197
RNO.PA,2024-11-06,40.630001068115234,40.7400016784668,42.25,40.20000076293945,1463400,0.2707374045281197
RNO.PA,2024-11-07,40.29999923706055,40.5099983215332,40.68000030517578,39.38999938964844,1306412,0.5210895494993896
RNO.PA,2024-11-07,40.29999923706055,40.5099983215332,40.68000030517578,39.38999938964844,1306412,0.5210895494993896
RNO.PA,2024-11-07,40.29999923706055,40.5099983215332,40.68000030517578,39.38999938964844,1306412,0.5210895494993896
RNO.PA,2024-11-08,40.20000076293945,40.689998626708984,40.91999816894531,39.83000183105469,900971,1.2189001354976647
RNO.PA,2024-11-08,40.20000076293945,40.689998626708984,40.91999816894531,39.83000183105469,900971,1.2189001354976647
RNO.PA,2024-11-08,40.20000076293945,40.689998626708984,40.91999816894531,39.83000183105469,900971,1.2189001354976647
RNO.PA,2024-11-11,41.08000183105469,40.959999084472656,41.369998931884766,40.20000076293945,798039,-0.29211962325501756
RNO.PA,2024-11-11,41.08000183105469,40.959999084472656,41.369998931884766,40.20000076293945,798039,-0.29211962325501756
RNO.PA,2024-11-11,41.08000183105469,40.959999084472656,41.369998931884766,40.20000076293945,798039,-0.29211962325501756
RNO.PA,2024-11-12,40.68000030517578,40.900001525878906,41.560001373291016,40.59000015258789,1021758,0.5408092897067504
RNO.PA,2024-11-12,40.68000030517578,40.900001525878906,41.560001373291016,40.59000015258789,1021758,0.5408092897067504
RNO.PA,2024-11-12,40.68000030517578,40.900001525878906,41.560001373291016,40.59000015258789,1021758,0.5408092897067504
RNO.PA,2024-11-13,40.70000076293945,40.459999084472656,40.88999938964844,39.90999984741211,738432,-0.5896847026237337
RNO.PA,2024-11-13,40.70000076293945,40.459999084472656,40.88999938964844,39.90999984741211,738432,-0.5896847026237337
RNO.PA,2024-11-13,40.70000076293945,40.459999084472656,40.88999938964844,39.90999984741211,738432,-0.5896847026237337
RNO.PA,2024-11-14,40.68000030517578,41.20000076293945,41.5,40.52000045776367,1088538,1.2782705355523594
RNO.PA,2024-11-14,40.68000030517578,41.20000076293945,41.5,40.52000045776367,1088538,1.2782705355523594
RNO.PA,2024-11-14,40.68000030517578,41.20000076293945,41.5,40.52000045776367,1088538,1.2782705355523594
RNO.PA,2024-11-15,40.959999084472656,41.18000030517578,41.650001525878906,40.849998474121094,717088,0.5371123672376357
RNO.PA,2024-11-15,40.959999084472656,41.18000030517578,41.650001525878906,40.849998474121094,717088,0.5371123672376357
RNO.PA,2024-11-15,40.959999084472656,41.18000030517578,41.650001525878906,40.849998474121094,717088,0.5371123672376357
RNO.PA,2024-11-18,41.20000076293945,41.83000183105469,41.88999938964844,41.06999969482422,608273,1.529128777788611
RNO.PA,2024-11-18,41.20000076293945,41.83000183105469,41.88999938964844,41.06999969482422,608273,1.529128777788611
RNO.PA,2024-11-18,41.20000076293945,41.83000183105469,41.88999938964844,41.06999969482422,608273,1.529128777788611
RNO.PA,2024-11-19,41.7400016784668,41.560001373291016,41.97999954223633,40.279998779296875,890824,-0.43124172960597024
RNO.PA,2024-11-19,41.7400016784668,41.560001373291016,41.97999954223633,40.279998779296875,890824,-0.43124172960597024
RNO.PA,2024-11-19,41.7400016784668,41.560001373291016,41.97999954223633,40.279998779296875,890824,-0.43124172960597024
