Simbol,Data,Open,Close,High,Low,Volume,Evolutie_%
TSLA,2024-03-26,178.5800018310547,177.6699981689453,184.25,177.3800048828125,113186200,-0.5095775858319692
TSLA,2024-03-26,178.5800018310547,177.6699981689453,184.25,177.3800048828125,113186200,-0.5095775858319692
TSLA,2024-03-27,181.41000366210938,179.8300018310547,181.91000366210938,176.0,81804000,-0.870956286400593
TSLA,2024-03-27,181.41000366210938,179.8300018310547,181.91000366210938,176.0,81804000,-0.870956286400593
TSLA,2024-03-28,177.4499969482422,175.7899932861328,179.57000732421875,175.3000030517578,77654800,-0.935476861458362
TSLA,2024-03-28,177.4499969482422,175.7899932861328,179.57000732421875,175.3000030517578,77654800,-0.935476861458362
TSLA,2024-04-01,176.1699981689453,175.22000122070312,176.75,170.2100067138672,81562100,-0.5392501323245458
TSLA,2024-04-01,176.1699981689453,175.22000122070312,176.75,170.2100067138672,81562100,-0.5392501323245458
TSLA,2024-04-02,164.75,166.6300048828125,167.69000244140625,163.42999267578125,116650600,1.1411258772761759
TSLA,2024-04-02,164.75,166.6300048828125,167.69000244140625,163.42999267578125,116650600,1.1411258772761759
TSLA,2024-04-03,164.02000427246094,168.3800048828125,168.82000732421875,163.27999877929688,82950100,2.658212715998331
TSLA,2024-04-03,164.02000427246094,168.3800048828125,168.82000732421875,163.27999877929688,82950100,2.658212715998331
TSLA,2024-04-04,170.07000732421875,171.11000061035156,177.19000244140625,168.00999450683594,123162000,0.6115089324069858
TSLA,2024-04-04,170.07000732421875,171.11000061035156,177.19000244140625,168.00999450683594,123162000,0.6115089324069858
TSLA,2024-04-05,169.0800018310547,164.89999389648438,170.86000061035156,160.50999450683594,143157600,-2.472207173706439
TSLA,2024-04-05,169.0800018310547,164.89999389648438,170.86000061035156,160.50999450683594,143157600,-2.472207173706439
TSLA,2024-04-08,169.33999633789062,172.97999572753906,174.5,167.7899932861328,104423300,2.1495213584305306
TSLA,2024-04-08,169.33999633789062,172.97999572753906,174.5,167.7899932861328,104423300,2.1495213584305306
TSLA,2024-04-09,172.91000366210938,176.8800048828125,179.22000122070312,171.9199981689453,102951700,2.2959927919850545
TSLA,2024-04-09,172.91000366210938,176.8800048828125,179.22000122070312,171.9199981689453,102951700,2.2959927919850545
TSLA,2024-04-10,173.0399932861328,171.75999450683594,174.92999267578125,170.00999450683594,84532400,-0.7397126843274401
TSLA,2024-04-10,173.0399932861328,171.75999450683594,174.92999267578125,170.00999450683594,84532400,-0.7397126843274401
TSLA,2024-04-11,172.5500030517578,174.60000610351562,175.8800048828125,168.50999450683594,94516000,1.1880631790791085
TSLA,2024-04-11,172.5500030517578,174.60000610351562,175.8800048828125,168.50999450683594,94516000,1.1880631790791085
TSLA,2024-04-12,172.33999633789062,171.0500030517578,173.80999755859375,170.36000061035156,64722700,-0.7485164869120953
TSLA,2024-04-12,172.33999633789062,171.0500030517578,173.80999755859375,170.36000061035156,64722700,-0.7485164869120953
TSLA,2024-04-15,170.24000549316406,161.47999572753906,170.69000244140625,161.3800048828125,100245300,-5.1456822620795535
TSLA,2024-04-15,170.24000549316406,161.47999572753906,170.69000244140625,161.3800048828125,100245300,-5.1456822620795535
TSLA,2024-04-16,156.74000549316406,157.11000061035156,158.19000244140625,153.75,97000000,0.23605659322478248
TSLA,2024-04-16,156.74000549316406,157.11000061035156,158.19000244140625,153.75,97000000,0.23605659322478248
TSLA,2024-04-17,157.63999938964844,155.4499969482422,158.3300018310547,153.77999877929688,82439700,-1.3892428634138008
TSLA,2024-04-17,157.63999938964844,155.4499969482422,158.3300018310547,153.77999877929688,82439700,-1.3892428634138008
TSLA,2024-04-18,151.25,149.92999267578125,152.1999969482422,148.6999969482422,96098800,-0.8727321151859504
TSLA,2024-04-18,151.25,149.92999267578125,152.1999969482422,148.6999969482422,96098800,-0.8727321151859504
TSLA,2024-04-19,148.97000122070312,147.0500030517578,150.94000244140625,146.22000122070312,87074500,-1.2888488643433538
TSLA,2024-04-19,148.97000122070312,147.0500030517578,150.94000244140625,146.22000122070312,87074500,-1.2888488643433538
TSLA,2024-04-22,140.55999755859375,142.0500030517578,144.44000244140625,138.8000030517578,107097600,1.0600494586256233
TSLA,2024-04-22,140.55999755859375,142.0500030517578,144.44000244140625,138.8000030517578,107097600,1.0600494586256233
TSLA,2024-04-23,143.3300018310547,144.67999267578125,147.25999450683594,141.11000061035156,124545100,0.9418759697762494
TSLA,2024-04-23,143.3300018310547,144.67999267578125,147.25999450683594,141.11000061035156,124545100,0.9418759697762494
