Simbol,Data,Open,Close,High,Low,Volume,Evolutie_%
RACE,2025-10-09,419.17999267578125,407.3800048828125,422.8999938964844,402.8599853515625,4872900,-2.8150169376274508
RACE,2025-10-09,419.17999267578125,407.3800048828125,422.8999938964844,402.8599853515625,4872900,-2.8150169376274508
RACE,2025-10-10,412.239990234375,395.7200012207031,412.9800109863281,393.3800048828125,2619600,-4.007371774940999
RACE,2025-10-10,412.239990234375,395.7200012207031,412.9800109863281,393.3800048828125,2619600,-4.007371774940999
RACE,2025-10-10,412.239990234375,395.7200012207031,412.9800109863281,393.3800048828125,2619600,-4.007371774940999
RACE,2025-10-10,412.239990234375,395.7200012207031,412.9800109863281,393.3800048828125,2619600,-4.007371774940999
RACE,2025-10-13,386.7099914550781,378.7200012207031,387.1400146484375,377.6400146484375,2624300,-2.0661452796476687
RACE,2025-10-13,386.7099914550781,378.7200012207031,387.1400146484375,377.6400146484375,2624300,-2.0661452796476687
RACE,2025-10-13,386.7099914550781,378.7200012207031,387.1400146484375,377.6400146484375,2624300,-2.0661452796476687
RACE,2025-10-13,386.7099914550781,378.7200012207031,387.1400146484375,377.6400146484375,2624300,-2.0661452796476687
RACE,2025-10-14,375.80999755859375,382.19000244140625,386.6099853515625,372.30999755859375,1839400,1.697667684271165
RACE,2025-10-14,375.80999755859375,382.19000244140625,386.6099853515625,372.30999755859375,1839400,1.697667684271165
RACE,2025-10-14,375.80999755859375,382.19000244140625,386.6099853515625,372.30999755859375,1839400,1.697667684271165
RACE,2025-10-14,375.80999755859375,382.19000244140625,386.6099853515625,372.30999755859375,1839400,1.697667684271165
RACE,2025-10-15,381.125,389.55999755859375,391.760009765625,379.69000244140625,1534700,2.213184010126271
RACE,2025-10-15,381.125,389.55999755859375,391.760009765625,379.69000244140625,1534700,2.213184010126271
RACE,2025-10-15,381.125,389.55999755859375,391.760009765625,379.69000244140625,1534700,2.213184010126271
RACE,2025-10-15,381.125,389.55999755859375,391.760009765625,379.69000244140625,1534700,2.213184010126271
RACE,2025-10-16,393.2699890136719,392.4599914550781,400.2799987792969,390.7799987792969,1365100,-0.2059647522622406
RACE,2025-10-16,393.2699890136719,392.4599914550781,400.2799987792969,390.7799987792969,1365100,-0.2059647522622406
RACE,2025-10-16,393.2699890136719,392.4599914550781,400.2799987792969,390.7799987792969,1365100,-0.2059647522622406
RACE,2025-10-16,393.2699890136719,392.4599914550781,400.2799987792969,390.7799987792969,1365100,-0.2059647522622406
RACE,2025-10-17,393.0,399.0799865722656,400.8500061035156,391.54998779296875,1154800,1.5470703746222965
RACE,2025-10-17,393.0,399.0799865722656,400.8500061035156,391.54998779296875,1154800,1.5470703746222965
RACE,2025-10-17,393.0,399.0799865722656,400.8500061035156,391.54998779296875,1154800,1.5470703746222965
RACE,2025-10-17,393.0,399.0799865722656,400.8500061035156,391.54998779296875,1154800,1.5470703746222965
RACE,2025-10-20,395.69500732421875,398.30999755859375,399.04998779296875,393.8399963378906,642100,0.660860052811424
RACE,2025-10-20,395.69500732421875,398.30999755859375,399.04998779296875,393.8399963378906,642100,0.660860052811424
RACE,2025-10-20,395.69500732421875,398.30999755859375,399.04998779296875,393.8399963378906,642100,0.660860052811424
RACE,2025-10-20,395.69500732421875,398.30999755859375,399.04998779296875,393.8399963378906,642100,0.660860052811424
RACE,2025-10-21,398.45001220703125,400.4599914550781,401.2200012207031,395.6730041503906,739400,0.5044495385791348
RACE,2025-10-21,398.45001220703125,400.4599914550781,401.2200012207031,395.6730041503906,739400,0.5044495385791348
RACE,2025-10-21,398.45001220703125,400.4599914550781,401.2200012207031,395.6730041503906,739400,0.5044495385791348
RACE,2025-10-21,398.45001220703125,400.4599914550781,401.2200012207031,395.6730041503906,739400,0.5044495385791348
